mu10,mu01,p,theta,sources,k,opt_set,opt,avg,worst,greedy_set,greedy_score,closeness_set,closeness_score
0.03016308185792599,0.2148299988429244,0.9892599126376744,0.7659638445806707,"[29, 1996, 3160, 2806, 173, 1547, 3041]",3,"Set([3160, 1547, 3041])",0.3171919468185148,0.28608077770811635,0.25530522840583547,"Set([3160, 1547, 3041])",0.3171919468185148,"Set([2806, 1547, 3041])",0.31605164119486273
0.03016308185792599,0.2148299988429244,0.9892599126376744,0.7659638445806707,"[29, 1996, 3160, 2806, 173, 1547, 3041]",4,"Set([3160, 1547, 1996, 3041])",0.4322720741794541,0.40387881127184955,0.3729154213181196,"Set([3160, 1547, 1996, 3041])",0.4322720741794541,"Set([3160, 2806, 1547, 3041])",0.42615946395066445
0.03016308185792599,0.2148299988429244,0.9892599126376744,0.7659638445806707,"[29, 1996, 3160, 2806, 173, 1547, 3041]",5,"Set([3160, 2806, 1547, 1996, 3041])",0.5320142562609802,0.5106814950299319,0.48603239718554136,"Set([3160, 2806, 1547, 1996, 3041])",0.5320142562609802,"Set([3160, 2806, 1547, 1996, 3041])",0.5320142562609802
0.03016308185792599,0.2148299988429244,0.9892599126376744,0.7659638445806707,"[29, 1996, 3160, 2806, 173, 1547, 3041]",6,"Set([29, 3160, 2806, 1547, 1996, 3041])",0.611750203482579,0.6008547685576451,0.5831982126837157,"Set([29, 3160, 2806, 1547, 1996, 3041])",0.611750203482579,"Set([3160, 2806, 1547, 173, 1996, 3041])",0.6115766895204955
0.03642243581439857,0.055441597228671084,0.9045333934190385,0.9852115368286217,"[3, 2404, 3162, 2467, 1238, 1632, 1885]",2,"Set([1632, 1238])",0.04319083135288859,0.032723963917667416,0.02506997638742925,"Set([1632, 1238])",0.04319083135288859,"Set([1632, 1238])",0.04319083135288859
0.03642243581439857,0.055441597228671084,0.9045333934190385,0.9852115368286217,"[3, 2404, 3162, 2467, 1238, 1632, 1885]",3,"Set([1885, 1632, 1238])",0.14018809710810765,0.09631768945340564,0.07258023940499492,"Set([1885, 1632, 1238])",0.14018809710810765,"Set([1885, 1632, 1238])",0.14018809710810765
0.03642243581439857,0.055441597228671084,0.9045333934190385,0.9852115368286217,"[3, 2404, 3162, 2467, 1238, 1632, 1885]",4,"Set([1885, 1632, 3162, 1238])",0.2970950678439461,0.22679079848075112,0.17465958879191223,"Set([1885, 1632, 3162, 1238])",0.2970950678439461,"Set([1885, 1632, 3162, 1238])",0.2970950678439461
0.03642243581439857,0.055441597228671084,0.9045333934190385,0.9852115368286217,"[3, 2404, 3162, 2467, 1238, 1632, 1885]",5,"Set([1885, 1632, 3162, 2467, 1238])",0.4646833743768144,0.4167997564734023,0.359816198236517,"Set([1885, 1632, 3162, 2467, 1238])",0.4646833743768144,"Set([1885, 1632, 3162, 1238, 3])",0.4613081684379433
0.03642243581439857,0.055441597228671084,0.9045333934190385,0.9852115368286217,"[3, 2404, 3162, 2467, 1238, 1632, 1885]",6,"Set([2404, 1885, 1632, 3162, 2467, 1238])",0.6321741416874576,0.6105725918829231,0.581612555254849,"Set([1885, 2404, 1632, 3162, 2467, 1238])",0.6321741416874576,"Set([1885, 2404, 1632, 3162, 1238, 3])",0.627905389411742
0.08062234524829764,0.1306149422825165,0.8018966021537134,0.7500949181324855,"[3395, 216, 3625, 1762, 1273, 3621, 1509]",2,"Set([1762, 1273])",0.1407749315267749,0.10604890611841966,0.07589818731744469,"Set([1762, 1273])",0.1407749315267749,"Set([1762, 1273])",0.1407749315267749
0.08062234524829764,0.1306149422825165,0.8018966021537134,0.7500949181324855,"[3395, 216, 3625, 1762, 1273, 3621, 1509]",3,"Set([1762, 1273, 1509])",0.2302814171017704,0.17283175542518342,0.1225500080866414,"Set([1762, 1273, 1509])",0.2302814171017704,"Set([1762, 1273, 1509])",0.2302814171017704
0.08062234524829764,0.1306149422825165,0.8018966021537134,0.7500949181324855,"[3395, 216, 3625, 1762, 1273, 3621, 1509]",4,"Set([3395, 1762, 1273, 1509])",0.3081088594320446,0.2454316966626079,0.18918465566042275,"Set([3395, 1762, 1273, 1509])",0.3081088594320446,"Set([3395, 1762, 1273, 1509])",0.3081088594320446
0.08062234524829764,0.1306149422825165,0.8018966021537134,0.7500949181324855,"[3395, 216, 3625, 1762, 1273, 3621, 1509]",5,"Set([3395, 216, 1762, 1273, 1509])",0.3663609211229938,0.3212217360649269,0.28082553314939906,"Set([3395, 216, 1762, 1273, 1509])",0.3663609211229938,"Set([3395, 216, 1762, 1273, 1509])",0.3663609211229938
0.08062234524829764,0.1306149422825165,0.8018966021537134,0.7500949181324855,"[3395, 216, 3625, 1762, 1273, 3621, 1509]",6,"Set([3395, 216, 3625, 1762, 1273, 1509])",0.4166311322122569,0.39599267083569983,0.3771076736857522,"Set([3395, 216, 3625, 1762, 1273, 1509])",0.4166311322122569,"Set([3395, 216, 1762, 1273, 3621, 1509])",0.41603159768018955
0.009395033401378395,0.1419953326833086,0.9920576926758193,0.7750429879737364,"[2529, 873, 1138, 3723, 2085, 1011, 1154, 2243, 3902]",2,"Set([1011, 1154])",0.2472048228491147,0.1635744538182807,0.11197880701109997,"Set([1011, 1154])",0.2472048228491147,"Set([1011, 1154])",0.2472048228491147
